B;ANCHO DE PECHO DELANTERO Y ESPALDA EN SISA;;P;CRITICA;  3/8 ;  3/8 ;20  7/16;;21  7/16;;22  7/16;;23 15/16;;25  7/16;;28  7/8 ;;31  3/8 ;;;;;;;;;;;;;
C;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;19      ;;20  1/4 ;;21  1/4 ;;22  3/4 ;;24  1/4 ;;27  3/4 ;;30  1/4 ;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;  3/8 ;  3/8 ;16  1/4 ;;17      ;;17  3/4 ;;18  3/4 ;;19  3/4 ;;21  1/2 ;;23      ;;;;;;;;;;;;;
E;SISA RECTA DELANTERO ;;P;CRITICA;  5/16;  3/8 ;6 11/16;;7  1/4 ;;7  3/4 ;;8  3/16;;8  5/8 ;;9 13/16;;10  9/16;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;6  5/16;;6  9/16;;6 13/16;;7  1/16;;7  5/16;;7  3/4 ;;8  1/4 ;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;3  1/16;;3  3/16;;3  5/16;;3  7/16;;3  9/16;;3 13/16;;4  1/16;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;  1/4 ;29  3/8 ;;30  3/8 ;;31  3/8 ;;32  3/8 ;;33  3/8 ;;34  3/8 ;;35  3/8 ;;;;;;;;;;;;;
I;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;17  3/4 ;;18  1/2 ;;19  5/16;;20  5/16;;21  5/16;;23  1/16;;24  9/16;;;;;;;;;;;;;
J;SISA RECTA ESPALDA;;P;CRITICA;;;8  9/16;;9  1/8 ;;9  5/8 ;;10      ;;10  7/16;;11  9/16;;12  5/16;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;7  7/8 ;;8  1/8 ;;8  3/8 ;;8  5/8 ;;8  7/8 ;;9  3/8 ;;9  7/8 ;;;;;;;;;;;;;
L;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;1 13/16;;1 13/16;;1 15/16;;1 15/16;;2  1/16;;2  1/16;;2  3/16;;;;;;;;;;;;;
M;LARGO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;25  1/4 ;;26  1/8 ;;27      ;;27  1/2 ;;28      ;;27  5/8 ;;26  7/8 ;;;;;;;;;;;;;
N;BICEP ANCHO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;14  5/8 ;;15  5/8 ;;16  5/8 ;;17  5/8 ;;18  3/4 ;;20  7/8 ;;22  5/16;;;;;;;;;;;;;
O;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;7  3/4 ;;8  1/2 ;;9  5/16;;9 13/16;;10  5/16;;11  5/16;;12  1/4 ;;;;;;;;;;;;;
P;ANCHO DE PARCHE ESPALDA;;C;CRITICA;;;7      ;;7  1/4 ;;7  1/2 ;;7  3/4 ;;8      ;;8  1/2 ;;9      ;;;;;;;;;;;;;
Q;LARGO DE PARCHE ESPALDA;;C;CRITICA;;;4      ;;4  1/8 ;;4  1/4 ;;4  3/8 ;;4  1/2 ;;4  3/4 ;;5      ;;;;;;;;;;;;;
R;ANCHO DE CUELLO RIB;;C;CRITICA;;;15      ;;15  1/2 ;;16      ;;16  1/2 ;;17      ;;18      ;;19      ;;;;;;;;;;;;;
S;ALTO DE CUELLO RIB;;C;CRITICA;;;1  7/8 ;;1  7/8 ;;1  7/8 ;;1  7/8 ;;1  7/8 ;;1  7/8 ;;1  7/8 ;;;;;;;;;;;;;
T;ANCHO TAPETE DE CUELLO;;C;CRITICA;;;14      ;;14  1/4 ;;14  1/2 ;;14  3/4 ;;15      ;;15  1/2 ;;16      ;;;;;;;;;;;;;
U;ALTO  TAPETE DE CUELLO;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;
V;ANCHO DE VISTA BOLSILLO;;C;CRITICA;;;4  1/2 ;;4  1/2 ;;4  3/4 ;;4  3/4 ;;5      ;;5      ;;5      ;;;;;;;;;;;;;
W;ALTO DE VISTA BOLSILLO;;C;CRITICA;;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;1  1/4 ;;;;;;;;;;;;;
X;ANCHO DE BOLSILLO;;C;CRITICA;;;4  1/2 ;;4  1/2 ;;4  3/4 ;;4  3/4 ;;5      ;;5      ;;5      ;;;;;;;;;;;;;
Y;ALTO DE BOLSILLO;;C;CRITICA;;;6  1/8 ;;6  1/8 ;;6  3/8 ;;6  3/8 ;;6  5/8 ;;6  5/8 ;;6  5/8 ;;;;;;;;;;;;;
1;ALTO DE MEDIO PECHO DELANTERO;;P;CRITICA;;;7      ;;7      ;;7      ;;7      ;;7      ;;7      ;;7      ;;;;;;;;;;;;;
2;ANCHO DE EMDIO PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;14  7/8 ;;15  5/8 ;;16      ;;17      ;;18      ;;19  3/4 ;;21  1/4 ;;;;;;;;;;;;;
3;ALTO DE MEDIO PECHO ESPALDA;;P;CRITICA;;;7  1/2 ;;7  1/2 ;;7  1/2 ;;7  1/2 ;;7  1/2 ;;7  1/2 ;;7  1/2 ;;;;;;;;;;;;;
4;ANCHO DE MEDIO PECHO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;15      ;;15  3/4 ;;16  5/8 ;;17  5/8 ;;18  3/4 ;;20  1/2 ;;22  1/8 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
