C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;14  7/8 ;;15  3/8 ;;15  7/8 ;;16  1/2 ;;17  3/16;;17  9/16;;;;;;;;;;;;;;;
D;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICA;;;6  3/4 ;;6  3/4 ;;6  3/4 ;;6  3/4 ;;6  3/4 ;;6  3/4 ;;;;;;;;;;;;;;;
E;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICA;  3/8 ;  3/8 ;14      ;;14  1/2 ;;15      ;;15  5/8 ;;16  3/8 ;;16  3/4 ;;;;;;;;;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;  5/16;  3/8 ;7  1/16;;7  1/2 ;;7  7/8 ;;8  1/4 ;;8  9/16;;8  3/4 ;;;;;;;;;;;;;;;
G;ANCHO DE PECHO ESPALDA;;P;CRITICA;;;17 13/16;;18 13/16;;19 13/16;;21  1/16;;22 13/16;;23 13/16;;;;;;;;;;;;;;;
H;ANCHO DE FALDON ESPALDA;;P;CRITICA;;;19 15/16;;20 15/16;;21 15/16;;23  3/16;;24 15/16;;25 15/16;;;;;;;;;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;  5/16;;29  1/2 ;;30      ;;30  1/2 ;;31  1/8 ;;31  3/4 ;;32  1/8 ;;;;;;;;;;;;;;;
J;ALTO DE CURVA DE FALDON ESPALDA;;P;CRITICA;;;7  1/16;;7  1/16;;7  1/16;;7  1/16;;7  1/16;;7  1/16;;;;;;;;;;;;;;;
K;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;4  5/16;;4  7/16;;4  9/16;;4  3/4 ;;5      ;;5  1/8 ;;;;;;;;;;;;;;;
L;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;6  3/16;;6  7/16;;6 11/16;;6 15/16;;7  3/16;;7  1/4 ;;;;;;;;;;;;;;;
M;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;3  1/4 ;;3  1/2 ;;3  5/8 ;;3  3/4 ;;4      ;;4  1/8 ;;;;;;;;;;;;;;;
N;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;14  3/8 ;;14  7/8 ;;15  3/8 ;;16      ;;16 11/16;;17  1/16;;;;;;;;;;;;;;;
O;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICA;;;6      ;;6      ;;6      ;;6      ;;6      ;;6      ;;;;;;;;;;;;;;;
P;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;  3/8 ;  3/8 ;13  1/2 ;;14      ;;14  1/2 ;;15  1/8 ;;15 15/16;;16  1/4 ;;;;;;;;;;;;;;;
Q;SISA RECTA DELANTERO;;P;CRITICA;  5/16;  3/8 ;6  5/16;;6  3/4 ;;7  1/8 ;;7  1/2 ;;7 13/16;;8  1/16;;;;;;;;;;;;;;;
R;ANCHO DE PECHO DELANTERO;;P;CRITICA;;;;;17 11/16;;18 11/16;;19 15/16;;21 11/16;;22 11/16;;;;;;;;;;;;;;;
S;ANCHO DE FALDON DELANTERO;;P;CRITICA;;;18  3/4 ;;19  3/4 ;;20  3/4 ;;22      ;;23  3/4 ;;24  3/4 ;;;;;;;;;;;;;;;
T;LARGO DE CUERPO DELANTERO;;P;CRITICA;  5/16;;27  1/4 ;;27  3/4 ;;28  1/4 ;;28  7/8 ;;29  1/2 ;;29  7/8 ;;;;;;;;;;;;;;;
U;ALTO DE CURVA DE FALDON DELANTERO;;P;CRITICA;;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;5  1/2 ;;;;;;;;;;;;;;;
F1;LARGO DE MANGA;;P;CRITICA;  3/8 ;  1/4 ;8  3/8 ;;8  5/8 ;;8  7/8 ;;9  1/8 ;;9  3/8 ;;9  1/2 ;;;;;;;;;;;;;;;
G1;ANCHO DE BICEPS;;P;CRITICA;  3/8 ;  3/8 ;12  1/2 ;;13  1/4 ;;14      ;;14  3/4 ;;15  3/4 ;;16  1/2 ;;;;;;;;;;;;;;;
H1;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;11  3/4 ;;12  1/2 ;;13  1/4 ;;14      ;;15      ;;15 13/16;;;;;;;;;;;;;;;
J1;"ANCHO DE MANGA A  3""";;P;CRITICA;;;8  1/16;;8  5/16;;8  9/16;;8 13/16;;9  1/4 ;;9  9/16;;;;;;;;;;;;;;;
V;LARGO DE COLLARETA FALDON DELANTERO;;C;CRITICA;;;60  1/8 ;;61  3/8 ;;62  5/8 ;;64  5/8 ;;67  1/4 ;;68  3/4 ;;;;;;;;;;;;;;;
W;ALTO DE COLLARETA FALDON DELANTERO;;C;CRITICA;;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;;;;;;;;;;;;;;
X;LARGO DE COLLARETA FALDON ESPALDA;;C;CRITICA;;;34  7/8 ;;35  3/4 ;;36  3/4 ;;38      ;;39  3/4 ;;40  3/4 ;;;;;;;;;;;;;;;
Y;ALTO DE COLLARETA FALDON ESPALDA;;C;CRITICA;;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;1  1/16;;;;;;;;;;;;;;;
B1;LARGO DE TAPETE DE CUELLO;;C;CRITICA;;;12  1/4 ;;12  1/2 ;;12  3/4 ;;13      ;;13  3/8 ;;13  1/2 ;;;;;;;;;;;;;;;
C1;ALTO DE TAPETE DE CUELLO;;C;CRITICA;;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;1  1/8 ;;;;;;;;;;;;;;;
D1;LARGO  DE CUELLO;;C;CRITICA;;;16  3/4 ;;17  1/2 ;;18  1/8 ;;18  5/8 ;;19  1/2 ;;19  7/8 ;;;;;;;;;;;;;;;
E1;ALTO DE CUELLO;;C;CRITICA;;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;1  3/8 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
