C;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;1.00;1.00;46.8;;48.2;;50.0;;51.8;;53.6;;55.4;;57.2;;59.0;;60.8;;62.6;;;;;;;
D;UBICACIÓN DE 1/2 PECHO ESPALDA ;;P;CRITICA;;;18.7;;19.5;;20.3;;21.1;;21.9;;22.7;;23.5;;24.3;;25.1;;25.9;;;;;;;
E;ANCHO DE 1/2 PECHO ESPALDA ;;P;CRITICA;1.00;1.00;42.3;;43.9;;45.8;;47.7;;49.7;;51.9;;54.1;;56.3;;58.5;;60.7;;;;;;;
F;SISA RECTA ESPALDA;;P;CRITICA;0.70;1.00;23.8;;24.5;;25.1;;25.8;;26.5;;27.3;;28.1;;29.0;;30.0;;31.0;;;;;;;
G;ANCHO DE PECHO ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;51.7;;54.2;;57.7;;61.2;;64.7;;69.2;;73.7;;78.2;;82.7;;87.2;;;;;;;
H;ANCHO DE FALDON ESPALDA Y DELANTERO;;P;CRITICA;1.00;1.00;49.9;;52.4;;55.9;;59.4;;62.9;;67.4;;71.9;;76.4;;80.9;;85.4;;;;;;;
I;LARGO DE CUERPO ESPALDA;;P;CRITICA;0.70;0.70;77.1;;78.6;;80.1;;81.6;;83.1;;85.1;;87.1;;89.1;;91.1;;93.1;;;;;;;
J;ANCHO DE HOMBRO INDIVIDUAL;;P;CRITICA;;;16.1;;16.8;;17.3;;18.2;;18.7;;19.6;;20.1;;21.0;;21.5;;22.4;;;;;;;
K;ABERTURA DE ESCOTE DELANTERO;;P;CRITICA;;;14.0;;14.0;;15.0;;15.0;;16.0;;16.0;;17.0;;17.0;;18.0;;18.0;;;;;;;
L;CAIDA DE ESCOTE DELANTERO;;P;CRITICA;;;9.0;;9.0;;9.5;;9.5;;10.0;;10.0;;10.5;;10.5;;11.0;;11.0;;;;;;;
M;ANCHO DE HOMBRO DELANTERO;;P;CRITICA;1.00;1.00;44.5;;45.8;;47.6;;49.4;;51.2;;53.0;;54.8;;56.6;;58.4;;60.3;;;;;;;
N;UBICACIÓN DE 1/2 PECHO DELANTERO;;P;CRITICA;;;14.9;;15.7;;16.5;;17.3;;18.1;;18.9;;19.7;;20.5;;21.3;;22.1;;;;;;;
O;ANCHO DE 1/2 PECHO DELANTERO;;P;CRITICA;1.00;1.00;42.3;;43.9;;45.8;;47.7;;49.6;;51.8;;54.1;;56.3;;58.5;;60.7;;;;;;;
P;SISA RECTA DELANTERO;;P;CRITICA;0.70;1.00;20.2;;20.9;;21.6;;22.3;;23.1;;24.0;;24.9;;25.9;;27.0;;28.1;;;;;;;
Q;LARGO DE CUERPO DELANTERO;;P;CRITICA;0.70;0.70;73.4;;74.9;;76.4;;77.9;;79.4;;81.4;;83.4;;85.4;;87.4;;89.4;;;;;;;
5;LARGO DE TAJO;;P;CRITICA;;;14.2;;14.2;;14.2;;14.2;;14.2;;14.2;;14.2;;14.2;;14.2;;14.2;;;;;;;
R;LARGO DE MANGA;;P;CRITICA;1.00;0.70;20.4;;21.1;;21.8;;22.5;;23.2;;23.9;;24.6;;25.3;;26.0;;26.7;;;;;;;
S;ANCHO DE BICEPS;;P;CRITICA;1.00;1.00;47.6;;49.0;;50.8;;52.6;;54.4;;57.2;;60.1;;62.9;;65.7;;68.6;;;;;;;
T;ANCHO DE BOCA DE MANGA;;P;CRITICA;1.00;1.00;34.4;;35.6;;37.2;;38.8;;40.4;;42.4;;44.4;;46.4;;48.4;;50.4;;;;;;;
U;ANCHO DE MANGA A 7CM  DESDE CABEZA DE MANGA;;P;CRITICA;;;41.6;;41.8;;42.4;;43.0;;43.6;;44.7;;45.8;;46.9;;47.9;;48.9;;;;;;;
V;LARGO DE CUELLO ;;C;CRITICA;;;38.0;;38.0;;40.5;;40.5;;43.0;;43.0;;45.5;;45.5;;48.0;;48.0;;;;;;;
W;ALTO DE CUELLO  EN CENTRO;;C;CRITICA;;;9.4;;9.4;;9.4;;9.4;;9.4;;9.4;;9.4;;9.4;;9.4;;9.4;;;;;;;
X;ALTO DE CUELLO  EN PUNTA;;C;CRITICA;;;7.7;;7.7;;7.7;;7.7;;7.7;;7.7;;7.7;;7.7;;7.7;;7.7;;;;;;;
Y;LARGO DE PUÑO;;C;CRITICA;;;28.8;;30.0;;31.4;;32.8;;34.2;;36.0;;37.8;;39.6;;41.4;;43.2;;;;;;;
Z;ALTO DE PUÑO;;C;CRITICA;;;3.3;;3.3;;3.3;;3.3;;3.3;;3.3;;3.3;;3.3;;3.3;;3.3;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
