C;ANCHO DE FALDON DELANTERO Y ESPALDA;;P;CRITICA;  3/8 ;  3/8 ;;;29 11/16;;31 11/16;;33 11/16;;;;;;;;;;;;;;;;;;;
D;ANCHO DE HOMBRO DELANTERO ;;P;CRITICA;  1/2 ;  1/2 ;;;21 11/16;;22 11/16;;23  7/16;;;;;;;;;;;;;;;;;;;
E;SISA RECTA DELANTERO ;;P;CRITICA;;;;;8  7/8 ;;9  9/16;;10  3/16;;;;;;;;;;;;;;;;;;;
F;ABERTURA DE CUELLO DELANTERO;;P;CRITICA;;;;;8  3/8 ;;8  3/4 ;;9  1/8 ;;;;;;;;;;;;;;;;;;;
G;CAIDA DE CUELLO DELANTERO;;P;CRITICA;;;;;4  5/16;;4  9/16;;4 11/16;;;;;;;;;;;;;;;;;;;
H;LARGO DE CUERPO ESPALDA;;P;CRITICA;  7/16;  1/4 ;;;36  3/16;;36 11/16;;37  3/16;;;;;;;;;;;;;;;;;;;
I;ANCHO DE HOMBRO ESPALDA;;P;CRITICA;  1/2 ;  1/2 ;;;22  3/4 ;;23  3/4 ;;24  1/2 ;;;;;;;;;;;;;;;;;;;
J;SISA RECTA ESPALDA;;P;CRITICA;;;;;9  5/8 ;;10  1/4 ;;10  7/8 ;;;;;;;;;;;;;;;;;;;
K;ABERTURA DE CUELLO ESPALDA;;P;CRITICA;;;;;9  7/16;;9 13/16;;9  3/16;;;;;;;;;;;;;;;;;;;
L;CAIDA DE CUELLO ESPALDA;;P;CRITICA;;;;;1 13/16;;1 13/16;;1 15/16;;;;;;;;;;;;;;;;;;;
M;LARGO SUPERIOR DE MANGA;;P;CRITICA;  1/2 ;  1/4 ;;;11 11/16;;11 11/16;;11 11/16;;;;;;;;;;;;;;;;;;;
N;BICEP ANCHO SUPERIOR DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;;;20  7/16;;21 11/16;;23  3/16;;;;;;;;;;;;;;;;;;;
O;ANCHO DE BOCA DE MANGA;;P;CRITICA;  3/8 ;  3/8 ;;;17  7/8 ;;19      ;;20  7/16;;;;;;;;;;;;;;;;;;;
P;LARGO DE CUELLO ;;C;CRITICA;;;;;21  3/8 ;;22  3/8 ;;23  1/4 ;;;;;;;;;;;;;;;;;;;
Q;ALTO DE CUELLO;;C;CRITICA;;;;;2      ;;2      ;;2      ;;;;;;;;;;;;;;;;;;;
R;LARGO DE TAPETE DE CUELLO;;C;CRITICA;;;;;15      ;;15  3/8 ;;15  7/8 ;;;;;;;;;;;;;;;;;;;
S;ALTO DE TAPETE DE CUELLO;;C;CRITICA;;;;;1      ;;1      ;;1      ;;;;;;;;;;;;;;;;;;;
A1;LARGO DE BOLSILLO EN CENTRO;;C;CRITICA;;;;;7  1/16;;7  1/16;;7  9/16;;;;;;;;;;;;;;;;;;;
B1;LARGO DE BOLSILLO EN COSTADOS;;C;CRITICA;;;;;6  3/16;;6  3/16;;6  7/8 ;;;;;;;;;;;;;;;;;;;
C1;ANCHO DE BOLSILLO;;C;CRITICA;;;;;5  1/8 ;;5  1/8 ;;5  5/8 ;;;;;;;;;;;;;;;;;;;
D1;ANCHO DE ENTRETELA DE BOLSILLO;;C;CRITICA;;;;;5  1/8 ;;5  1/8 ;;5  5/8 ;;;;;;;;;;;;;;;;;;;
E1;ALTO DE ENTRETELA DE BOLSILLO;;C;CRITICA;;;;;1  5/16;;1  5/16;;1  5/16;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;CUELLO 87% LA PRODUCICON = A PP SAMPLE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
